index	dev_index	question1	cues	question2	cues	judgment	is_important	
570	21823	Would it be possible, in theory: that The Electoral College does not nominate Trump as POTUS?	not [13]	Since the electoral college decides Presidency, is it realistic that Trump could ever beat Hillary?		1	No
571	38247	I can't stop using subtitles while watching English movies & TV series. Is it ok? If not, what should I do?	n't [2] | not [19]	Does it help my English if I watch English movies without any subtitles?	without [10]	0	No
572	12209	Where can I get an SBI debit card one-time password (OTP)?		Did anyone get continuous OTP (One Time Password) from SBI without your Intervention?	without [12]	0	No
573	27593	Do process servers actually say ""You've been served?		What happens if you admit you're guilty, after you've been found not guilty?	not [14]	0	No
574	19018	How does daily masturbation effects?		How harmful or unhealthy is masturbation?	unhealthy [3]	0	No
575	15270	Why were so many ancient philosophers Greek and why were they usually mathematicians or scientists?		What are some ancient scientists/philosophers that are widely unknown?	unknown [10]	0	No
576	16245	Pisces (astrology): What are the most unusual traits of a Piscean?	unusual [9]	Astrology: Which signs or placements have the most emotional intelligence?		0	No
577	1073	Is there any final score that it is mathematically impossible to achieve in a single game of bowling given the way scores are calculated?	impossible [9]	Why do some people find bowling fun?		0	No
578	20091	What could I be instead of a fashionista if I'm an artist that draws?		What should I be if I'm not a fashionista I'm an artist and I draw?	not [7]	1	No
579	29794	Can you pair one iPhone with two Apple Watches?		My foot feels like it has a cramp in it, making it painful and unable to stand or walk without it hurting?	unable [15] | without [20]	0	No
580	12525	Which actors were screen-tested for the role of Bane in 'The Dark Knight Rises'?		The Dark Knight Rises (2012 movie): The same doctor that healed Bane was the guy that helped heal Bruce. Why wouldn't Bane free this man after gaining control of the Pit? Why would Bane take Bruce there knowing the doctor would heal him?	n't [25]	0	No
581	33944	How can I install Ubuntu in my laptop? My CD drive is not working and my laptop is not reading my pen drive at boot time.	not [13] | not [19]	My laptop hard drive can't be found when booting, and I lost all my files. Can I recover my files? If yes, how?	n't [5]	0	No
582	4972	What is it like to take Astronomy 151 (Astrophysical Fluid Dynamics) at Harvard?		What is an incompressible fluid? How does it differ from incompressible flow?	incompressible [3]	0	No
583	37727	How do I recover a Clash of Clan account if one didn't save the progress using their Google+ account?	n't [12]	How much money would it cost to start a Clash of Clans account, use gems for everything, and max out Town Hall Level 8?		0	No
584	9927	In Islam, the pig is considered as the most worthless animal and is Haram. Then what made Noah (Nooh A.S.) save this (filthy) animal during the Storm?	worthless [10]	Can you give me the complete list of animals inside the Noah's ark?		0	No
585	14182	Why does a small piece of earwax sometimes do a bizarre and very intricate, long dance if you drop it into a toilet bowl?		How do I prevent or quickly cure my that feeling when your leg goes completely numb (fallen asleep) from sitting on it for too long at the table or from sitting on the toilet for too long?	prevent [3]	0	No
586	37134	What is the fourth dimension of health according to preventive and social medicine? Why it is included?		Why didn't El Cid assassinate King Alfonso and make himself king?	n't [2]	0	No
587	5737	Why didn't Delhi go to Pakistan when it was part of Punjab and the majority of the Punjab province was Muslim?	n't [2]	Is ADHD a type of Autism Spectrum disorder (ASD)?		0	No
588	34969	Why do credit cards require a minimum monthly payment?		What should you do if you can't pay the minimum payment on your credit cards?	n't [7]	0	No
589	1912	Are Project Euler problems supposed to be done mentally without any tools, such as calculators?	without [9]	Can people live without problems? Or problems are important as it will be problem if dont have problems from time to time?	without [3] | nt [17]	0	No
590	5064	I have to take coaching to crack NTSE?		How do I clear ntse without coaching?	without [5]	0	No
591	15802	What do I do when I have no motivation to carry on drawing my manga?	no [7]	How hard is it to run a Google site?		0	No
592	31513	Can science explain this?		Is there anything science can't  explain?	n't [5]	0	No
593	20212	What should you do if you can't remember your iCloud password?	n't [7]	How do I recover my iCloud password?		1	No
594	13685	I've been working out in the gym for the last three months but I'm not successful in gaining weight. Should I go for a mass gainer? Is it safe?	not [16]	I am 20 year old with height 6'2 and weight 63 Kgs. Should I go for a mass gainer to gain weight?		0	No
595	14086	What if mosquitoes don't exist?	n't [4]	Why do mosquitoes exist?		0	No
596	25719	How do I bypass a CVV number while processing a payment if it's not on my card?	not [14]	How do I find a CVV number on a debit card?		0	No
597	4426	As a 13 year old, how do I get out of my unlivable house?	unlivable [13]	Spam		0	No
598	4955	Should I consume sperm for survival (say in dessert) if there were no other edible substances? And how much energy does it provide?	no [14]	In my Virtusa offer letter role mentioned as QA what does it mean?		0	No
599	20289	Why wasn't Dumbledore or any Hogwarts headmaster aware of the fact that the grey lady is actually Helena Ravenclaw?	n't [2]	Did Russia hack Scottish Independence?		0	No
600	32984	How many white people are there in the world?		Why do many white people feel uncomfortable being called 'white'?	uncomfortable [6]	0	No
601	29165	I don't have a dream.don't have a goal so I 'm really terrible?	n't [2]	Who will win el clasico 2016/2017?		0	No
602	23655	Has any couple met on Quora and fallen in love?		How can you look at someone's private Instagram account without following them?	without [10]	0	No
603	29854	How should I make money online for free?		How can I make money online without spending money?	without [6]	1	Yes
604	24978	Why do animals have tails while humans don't?	n't [8]	Why do all animals have a tail? How did humans lose it?		0	No
605	28817	What are the benefits of not using mobile/cell phone?	not [5]	What is the difference between a cell phone a mobile phone and a smartphone?		0	No
606	32985	How can I hide my active status on Facebook Messenger? Is there a way to do this without restricting myself to see when others are active or not?	without [18]	If I turn off my wifi while my Facebook messenger is still active, will I still be seen as ""active""? (ios)		0	No
607	9335	What are some movies, songs or books in which the characters have a non monogamous relationship (like polyamorous or a trouple)?	non [14]	Why do people have polyamorous relationships?		0	No
608	3876	What is the one thing that should be on our children's curriculum and isn't?	n't [15]	How do I revise class 12 syllabus in 1 month?		0	No
609	32024	I wonder if it possible to find WooCommerce plugin that gives us the ability to manage discounts for users and set up role based prices?		I'm studying 1st year BE (Computer Science). Classes are just started. But I'm not understanding anything in Math, Phy, Civil! What should I do?	not [19]	0	No
610	17032	Can vitamins replace food, like ""George Jetson"" pills, instead of eating?		Can a human stay strong and healthy by not eating regular meals just on vitamins and other pills?	not [8]	0	No
611	6850	Why do C statements end with semicolons?		In C++, a semicolon is used after the end of a class, but that is not the case in Java. Why?	not [17]	0	No
612	23636	Why do people run from their responsibilities?		Why most people cannot control their response to negative events?	not [4]	0	No
613	37635	How did the Rothschild family escape the Nazis during World War II given they were such a prominent family?		What would the world be like if Nazi Germany had never lost the war?	never [10]	0	No
614	18147	Is there any empirical evidence to support the existence of God?		Has science proven that God does not exist?	not [6]	0	Yes
615	20235	What percentage of Google's employees are not coders?	not [7]	How does Google.com look like for a Google Employee?		0	No
616	33450	Two cards were drawn without a replacement from a pack of 52 cards. What is the probability that they are both kings or both queens?	without [4]	Two cards are drawn successively with a replacement from a pack of 52 cards. What is the probability of drawing two aces?		0	No
617	7779	What is the most unfortunate country in the world? Why?	unfortunate [4]	Which country is the most hospitable in the world?		0	No
618	9990	What strikes first time visitors as special or unusual when they arrive in Najafabad, Iran?	unusual [8]	Will the power company come to your house to remove tree branches around the power lines?		0	No
619	37201	How do I politely get someone to reply to my emails when he doesn't usually reply?	n't [14]	Does Noam Chomsky really reply to all the emails he gets?		0	No
620	14746	How can I get the funding for my startup without revealing my idea?	without [9]	Can I get funded based on my startup idea?		1	No
621	5515	Can new aircraft manufacturers like Mitsubishi innovate and create another Airbus/Boeing?		Why hasn't the Concorde been reinstated or expanded in service?	n't [2]	0	No
622	14302	Why can't I like people's comments on Instagram?	n't [2]	How do I view my past Instagram comments?		0	No
623	19828	Is it diffraction I see when I closely look at my finger(s)?		Why can I see my fingers connected when they haven't really touched?	n't [10]	0	No
624	39179	What is the maximum speed of an Airbus A380?		Is there some reason that Airbus A380 aircrafts aren't used at Seattle/Tacoma International Airport?	n't [9]	0	No
625	33024	How much are the possibility of war between Pakistan and India looking at recent escalation of tension between the two countries?		Due to rising tensions between India & Pakistan over the years, is a war between the two countries, inevitable? Why, or why not?	inevitable [20] | not [26]	1	No
626	37697	How is a life of a drug addict in India?		Drug Addiction: How do you quit drugs if your life seems meaningless and boring with out them?	meaningless [12]	0	No
627	10980	Wouldn't ISPs block forum sites without net neutrality, why or why not?	n't [1] | without [6]	Would ISPs block forum sites and why wouldn't they?		1	No
628	22606	What is the OBC Non-Creamy layer eligibility for the son of a government employee?	Non [4] | - [5]	How does a OBC non creamy layer certificate look like?	non [4]	0	No
629	13648	I was applying for passport (India) and came across ""educational qualification."" Should I give it as ""10th pass and above"" OR ""graduate and above""?		I made a mistake in passport filing. I am a final year student of engineering. I selected educational qualifications as graduate and above. I selected no for non-ECR. Can I correct my passport at Seva Kendra?	no [28] | non [30]	0	No
630	8796	How can I unfriend someone on Facebook without them knowing?	without [7]	How do you know you should unfriend someone on Facebook?		0	No
631	13290	How can we do time travel?		Why can't we time travel?	n't [2]	0	No
632	34239	What is the most stupid question you have ever encountered?		In Islam, if the moon being split was a ""miracle"", meaning it can't be explained by scientific laws, why do people try to disprove it through science?	n't [20]	0	No
633	23629	How do I improve English writing capacity as a non-native English speaker?	non [9]	What should I do to improve my English language?		1	No
634	35270	What strikes first time visitors as special or unusual when they arrive in Gimcheon, South Korea?	unusual [8]	What types of birds eat worms?		0	No
635	15951	What's the quickest and least painful way to end your life?		Is there a painless way to end my life?	painless [3]	0	No
636	38505	Electrolytic type tilt sensor?		I need to divorce my wife, but I don't want her to end up destitute…?	n't [10]	0	No
637	38346	Is New York City a no-fly zone?	no [5]	What can I do in New York City in a week?		0	No
638	35619	Can I get my adderral filled early?		Is there any chance I can get a job after being rejected? They haven't filled the position yet. What can I do to increase my chances?	n't [15]	0	No
639	18013	What’s the meaning of “all money no bank”?	no [8]	What have all the banks and financial institutions done with all the money they've received through quantitative easing programs?		0	No
640	23527	Are there coding bootcamps that offer scholarships to minorities?		What is Weezer's Say It Ain't So song about? What inspired them?	n't [7]	0	No
641	34489	Why is satellite imagery of India on Google Earth not as clear as the imagery of other countries?	not [9]	Is the Google Earth Satellite imagery ortho rectified?		0	No
642	15610	Why doesn't the earth's gravity pull satellites towards it?		Why aren't the astronauts pulled by our earth's gravity?	n't [2]	0	No
643	25104	What are the psychological effects of missing someone you cannot meet?	not [10]	What is the worst part of missing someone?		0	No
644	27099	What do you mean by children are the new flower with powerful fragrance? Not any deo company.	Not [14]	What do you mean by children are the new flower with powerful fragrance?		1	No
645	38749	How do I stop focusing on what I don't have?	n't [9]	How do I stop focusing on the ‘wrong things’?		0	No
646	11533	Do you know anything about the Masai's custom of drinking cow blood (that they take from the cow without killing the cow) that you can share?	without [20]	India is the second largest beef exporter in the world. Do we still believe that we can ban the cow killings in India?		0	No
647	3072	How can I fetch more number of answers for my questions on Quora?		Why doesn’t anybody answer my questions on Quora?	n’t [2]	1	Yes
648	8486	What does it mean if I keep seeing the same person in my dreams every day?		I have had dreams about someone every night for the past week or so. I don't see this person or constantly think about this person. Why does this person keep appearing in my dreams? Does it mean maybe I am on their mind?	n't [17]	0	No
649	39271	I am 18. I don't believe in love. I study most of the time or think about football. Is this attitude abnormal?	n't [6]	I completed my diploma in civil engineering in 4 years .can I go for btech?		0	No
650	17900	Why does Xanax cause birth defects?		How often does Xanax cause birth defects in unborn children?	unborn [8]	0	No
651	26739	The best attire for my brother's marriage?		What are some machine learning algorithms I can learn without calculus?	without [9]	0	No
652	7212	Do men really feel non-platonic love for women?	non [4] | - [5]	Do iranian men love black women?		0	No
653	5136	Why does Donald Trump think the debate schedule favors Hillary?		Why is Donald Trump saying the debate schedule is unfair? Is it because his support base would rather watch the NFL than his debate?	unfair [9]	1	Yes
654	7512	The Apple ID was never officially created. It says that my email is invalid and can't sign in. What is some help?	never [4] | n't [17]	Am I screwed if I get my Apple ID stolen?		0	No
655	702	How can I upload a pic from my timeline to make cover photo?		Unable to upload pics in FB when using on FB app in android. When I upload any photo, it says ""Facebook Upload Failed"". What could be the reason?	Unable [1]	0	No
656	39576	If Kashmir is a part of India, then why does it have its own flag, constitution and penal code? Also, why aren't Indians from other parts of India allowed to live in Kashmir?	n't [26]	In Google India Maps, Jammu & Kashmir in its entirety is shown as part of India. How is Jammu & Kashmir shown in Google Pakistan Maps / Google China Maps?		0	No
657	26271	What is a good MongoDB backup strategy if you don't have a spare server for a replica set?	n't [10]	How do I backup a Capped Collection in MongoDB?		0	No
658	3523	Why is there no copyright on reaction videos on YouTube? People are making money with it?	no [3]	How many views would a YouTube video need to get to earn $10,000?		0	No
659	19519	Why do some people still use Windows laptops when they can afford a MacBook?		What are the main reasons why people don't switch from Windows PCs to Mac?	n't [8]	0	No
660	34636	Was there ever a rational explanation offered by censors for why women's navels could not be exposed on American TV until the late 1960s?	not [15]	I'm an American Muslim woman marrying an Algerian Muslim man. What kind of paperwork am I going to need to marry over there?		0	No
661	8694	How do I convince my girlfriend to have sex for pleasure?		How can I persuade my girlfriend that we human don't solely live for pleasure?	n't [10]	0	No
662	35329	What would happen if your car was towed and you retrieved it from the tow lot (using your own key) without paying the tow fee?	without [22]	Can tow car tow my car while my baby is in it?		0	No
663	37966	How can I lose 28 pounds in 3 weeks in a safe way?		How can I lose 20 pounds in 3 weeks without feeling inconvenienced or jeopardizing my health?	without [9]	0	No
664	10529	Why indian students dont opt for foreign education?	nt [4]	Should I get an electric guitar?		0	No
665	26838	How can I download any video from any websites?		How could I download a video from any website in a single click without a lot of effort?	without [13]	1	No
666	37877	How do I get free gems in Dragon City without hacks?	without [9]	How do I get an iPhone for free?		0	No
667	8044	What are the discontinuity and zero of the function [math]f(x)[/math] of [math]\frac{9x^{9x}-18}{3x+6}[/math]?	discontinuity [3] | zero [5]	What are some of the hardest math problems that can be solved using solely elementary math?		0	No
668	29829	I am in Second year bcom and I need a job, can anyone suggest me where to get one?		Had a 2nd great date that ended w a kiss and text that night. It's been 2 days and haven't heard a word. Is he playing it cool or not that interested?	n't [22] | not [33]	0	No
669	35309	Why were my last few questions I asked marked as needing improvement?		I can't seem to ask anything anymore. Why does Quora keep marking all my questions as needing improvement?	n't [2]	1	No
670	1659	Why can so many people believe, without question, that the Earth is round but not that it might indeed be flat?	without [7] | not [16]	Why do some people still believe that the earth is flat?		0	No
671	20052	Why don't all planets have rings?	n't [2]	Why the jovian planets have rings around them?		0	No
672	29580	Is statistics a branch of mathematics or a discipline of its own?		Why is statistics not regarded as a branch of mathematics, and also not regarded as a subset of probability?	not [3] | not [13]	0	No
673	14312	Which software can download a YouTube playlist?		How do I download complete YouTube playlist videos without any software?	without [8]	1	No
674	28925	Why does it say ""INRI"" on Jesus's cross?		Why does it say on instagram that a username is unavailable when it just got deleted?	unavailable [10]	0	No
675	10454	How headphones work as an Antenna to play FM radio channels on Mobile phones? Why mobile companies doesn't install the same inbuilt Antenna on phones to be able to play FM without the headphones?	n't [19] | without [33]	How can I play old java mobile phone games on PC?		0	No
676	20173	Do you know any website relating how rich is bob costas?		Is it considered double murder when a person kills a pregnant woman? If so, is it not considered a murder when the woman willingly aborts the fetus?	not [18]	0	No
677	7148	What should I do after knowing that my husband is a cheater?		What should I do after I find, after 2 years of marriage, my husband was not a virgin before marrying me? I feel cheated in a way.	not [17]	0	No
678	33927	Why is my Dell inspiron 5000 series so slow when it was bought last Christmas, and there nothing on it?	nothing [18]	Thinking to buy a Dell Inspiron 15 5000-Series, but heard that most of the Dell laptops have an overheating problem. Is this true?		0	No
679	24271	What is the best thing about not having any siblings?	not [6]	What is the best thing about having siblings?		0	No
680	37105	How do I explain not joining a business-related club during college?	not [4]	Can you dye over your bleached hair after another colour has faded out?		0	No
681	14255	If a job advertisement doesn't say ""contract"" or ""permanent"", does it mean it is a permanent one?	n't [6]	Is HCL Talent Care job is permanent or contract?		0	No
682	39054	He didn't initiate physical contact after the 7th date. But he still plans some dates ahead. Is he shy or I am just being led on?	n't [2]	What is upward and downward propagation?		0	No
683	18783	Can Britain reform the commonwealth and make it into a union for trading?		Demographically is time on the side of Scottish Independence and does this make it impossible for the Union to stay together for a long time?	impossible [14]	0	No
684	33472	I go to the gym in the morning. But I feel tired and sleepy for rest of the day. How to manage? Should I start taking protein supplements (Whey)?		Have started going to the gym from 5 months ago, and I'm still not taking any supplement protein. Can I take ‘Labrada’ now? Will it give me a result?	not [15]	0	No
685	14940	How do I prove that the root of every prime number is irrational?		How do I find the square root of prime numbers without using the calculator?	without [10]	0	No
686	37779	Is it possible to upgrade from Yosemite to El Capitan OS X but not Sierra?	not [13]	How is deforestation harming Latin America?		0	No
687	1601	Why do we get the same dream many times? Is there any specific reason for it or does it have something to tell us?		Why doesn't Skype exit when we close the window and instead gets minimized? Is there any specific reason?	n't [2]	0	No
688	17585	How can I start programming from zero level?	zero [6]	How do I start learning programming from beginner to expert?		1	No
689	21087	Why is the affirmation, ""I'm proud to be white"" offensive?		It seems okay to feel proud of being Asian, Latino, or Black, but why does it NOT seem to be okay for a White person to feel proud to be White?	NOT [19]	0	No
690	23132	Why can't I find my true love?	n't [2]	Where can I find my true love?		0	No
691	5943	Where can I sell my unimplemented business idea?	unimplemented [5]	Where  can i sell a business idea?		1	No
692	10831	How come traffic from Quora comes up as ""direct / none"" in my Google Analytics reports?	none [13]	How do I stop different answers of the same question from coming up in my Quora homepage feed?		0	No
693	9025	If a transsexual woman has genital problems, should she consult a gynecologist?		If I like to wear woman's clothing and makeup and I want to be a female but I also like my genitals does that make me transsexual? If not what am I?	not [30]	0	No
694	32089	I'm 33, and working as a software architect. I aspire to become a CTO someday. Should I do an MBA now? Is an MBA degree going to make me achieve the target faster?		I am not a software engineer but I am an electronics engineer by degree aspiring to become an MBA. Can I work with Quora after my MBA?	not [2]	0	No
695	31584	What if I would not be able to become a good architect?	not [4]	How can I tell if I will be a good architect?		0	No
696	4588	Can the vector have a zero magnitude if one of the component is not zero?	zero [5] | not [13]	Can a vector have zero magnitude if it has a non-zero component?	zero [4] | non [10] | - [11] | zero [12]	1	No
697	33575	How do I say no to a friend?	no [4]	What is the best way to say sorry to your friend?		0	No
698	10024	If carbon fiber is stronger than steel,why we do not use it instead of steel in our dailylife?	not [11]	How much lighter is carbon fiber than steel and aluminium?		0	No
699	21978	What are the most unrealistic parts of The Lego Batman Movie (2017 movie)?	unrealistic [4]	What is your review of The Lego Batman Movie (2017 movie)?		0	No
700	15507	Which programming language is the most used nowadays?		Which is the most used programming language which will not have an end?	not [9]	1	No
701	26932	Why haven't they found any shipwrecks in the Bermuda Triangle?	n't [2]	Is it true that scientists have found two glass pyramids in the Bermuda Triangle?		0	No
702	11319	Why do Chinese people eat bird's nest? Is it good for health or other reasons?		In Mexico, people eat cactus, which turns out to be a plant with enormous health benefits. Why don't they eat it in other warm regions, such as the Middle East?	n't [21]	0	No
703	5260	How did Hillary Clinton lose the 2016 US Presidential Election despite winning the popular vote?		How is Hillary Clinton winning popular vote but didn't win election?	n't [9]	1	No
704	6012	How do I stop playing video games?		I have never played video games. Where should I start?	never [2]	0	No
705	29133	If you could represent yourself with a single object, what would that object be? Why?		What if all the energy in the universe were to be transferred to a single object? How will if affect everything else? (Given that it won't explode.)	n't [29]	0	No
706	24686	What's the best thing to do in Wipro Bangalore Campus, if there's no office work?	no [15]	How is the work culture at Wipro, Bangalore office?		0	No
707	11423	Is it legal for a civilian to be wearing full military camouflage uniform at the airport while travelling?		Is a military dress or service uniform appropriate for an active duty service member to wear at a civilian funeral (non-service deceased, non-service family)?	non [21] | non [26]	0	No
708	18332	How much energy is wasted if I leave my laptop charger on 24 hours without actually charging my laptop?	without [14]	What will happen if I forget to unplug the charger from my HP laptop after 2 hours of being fully charged ?		0	No
709	28411	Is anyone here over thirty-five but still living with their parents/siblings/someone else and doesn't have a job and doesn't have a wife/husband/boyfriend/girlfriend? What is it like to live like that? Does anyone know someone like that? If so, how does he/she live their life?	n't [20] | n't [26]	What's the most inexplicable experience you've ever had?	inexplicable [4]	0	No
710	353	I do not have my parents' surname on the birth certificate and I am applying for a fresh passport. Will it create any problem?	not [2]	I have added surname for son (age 3) in birth certificate using OR (Name OR Name Surname). What are the steps to add surname in his existing passport?		0	No
711	28102	Can you see people that unmatched you on Tinder?	unmatched [5]	Can people see that you've looked at their profile on Tinder?		0	No
712	38256	My boyfriend won't have sex with me without a condom; what do I do?	n't [3] | without [8]	Why won't my boyfriend have sex with me?	n't [2]	0	No
713	24989	Who do you think might support an initiative to create a method of written/visual communication that visibly depicts the communicative value of oral communication - the spoken word?		Have you experienced communication from an unknown source via radio waves or brainwaves? What do you think it might be?	unknown [6]	0	No
714	6627	What are some examples of sentences using the word ""incredulously""?	incredulously [12]	What are some examples of sentences using the word ""distraught""?		0	No
715	1859	Is the skanda avatar is before or after krishna avatar? In 10th chapter of Gita, lord says about he is skanda among soldiers.?		What will be the result of the WC '14 if Neymar wasn't injured?	n't [13]	0	No
716	22779	What are examples of flowers with three petals?		What are some examples of flowers without petals?	without [6]	0	No
717	2592	What are some best books to prepare for IBPS PO?		What are the best books for preparing for IBPS PO's exam without coaching?	without [12]	1	No
718	5975	Does General relativity mean that there is no free will?	no [7]	Are weddings still allowed in Bhoganandeeshwara temple?		0	No
719	16696	Is Donald Trump likely to win the 2016 election (late 2015 / early 2016)?		What will Donald Trump's response be if he doesn't win the 2016 presidential election?	n't [10]	0	No
720	33197	What's the most annoying and unnecessary character in Dilwale and why?	unnecessary [6]	What is the most irritating character in Dilwale according to you?		1	No
721	28294	My assistant lies and delays in responding to messages, and she knows this upsets me. She's the best at what she does otherwise. Should I can her?		She's my best friend and knows I love her. She does not want any relationship but still talks to me. How should I proceed?	not [13]	0	No
722	22248	Why don't the major networks broadcast their news programs on the radio? I would love to listen to the evening news on the way home in my car.	n't [2]	Who are some great Japanese and Korean piano artists on YouTube?		0	No
723	11709	I am not happy with myself. I think my memory is bad, and I struggle in conversations as I have to try hard recollecting/ thinking what to say next.	not [2]	I am a software developer but I think this is not the field I have been made for as I am not able to give my best. I think I can do best in event management. What should I do?	not [10] | not [21]	0	No
724	8249	Why ISPs provide high speed for YouTube and torrent only, and not other sites?	not [12]	Why does torrent shows slow speed in high speed internet?		0	No
725	32456	Is it possible to delete my first account on my PS4 and also preserve the digitally downloaded games that I downloaded through that account?		Is it possible to download a digital version of disc based games and play the game without the disc on PS4?	without [16]	0	No
726	24209	If you didn't get the job do most employers call you back to tell you that you didn't get the job after the interview?	n't [3] | n't [19]	Why didn't get the job even after a great interview?	n't [2]	0	No
727	13274	Who is the most hypersexual person you've ever come across?		I want to get into media field but my family does not support. what should I do?	not [11]	0	No
728	8919	What do USPS tracking numbers look like?		How do you track a US priority mail package without a tracking number?	without [9]	0	No
729	33449	Where can I sell my unimplemented business idea?	unimplemented [5]	How can I sell or pitch my idea?		1	No
730	27551	Since childhood, why are we taught to use our right and not the left hand for writing and having food?	not [12]	AOSDHIADSOIHADSO DASODASHDASOH		0	No
731	38036	How do you get a free PSN generator with no surveys?	no [9]	Where can I get a free PSN code generator for my phone?		1	No
732	4254	What are the best dialogues from Hollywood movies?		What are some unforgettable evergreen dialogues in Hollywood?	unforgettable [3]	0	No
733	8677	I really wish I could sing. I harbor jealousy when I hear a beautiful voice. How can I accept myself?		If we hear our voice at a lower frequency than it really is, how come it is possible to not sing out of tune?	not [20]	0	No
734	1278	What are some popular method to do suicide?		What is the easiest pain free method of committing suicide?	free [5]	1	No
735	18048	How should one act when talking with a person of the opposite sex at work (that has feelings for him) in order not to hurt her feelings?	not [24]	Should you sleep naked (like at home) when sharing a hotel/motel room with friends of the same/opposite sex?		0	No
736	2347	How theoretical would a 4 winged high speed combat fighter be?		What is it like to make amends with someone you once hated after not seeing each other for a long time?	not [13]	0	No
737	39841	How is the IAS coaching in DIGMANI EDUCATION (Alok Ranjan's),DELHI?		I found a serious bug with a product company and reported them but they did not even acknowledge my efforts. Should I go public ?	not [15]	0	No
738	40097	How do you see the injustice against women in this male-dominant world?		How can a vegan see a person eating meat and not stand up to them for being wrong? Aren't vegans morally obligated to do something about the injustice they perceive in the world?	not [10] | n't [20]	0	No
739	11386	In Facebook's definition of ""monthly active users"" do they include users who signed up that month, and didn't visit again that month?	n't [25]	How many monthly active users does Medium have?		0	No
740	14340	How do I install custom ROM in Asus Fonepad 8 K016 tablet?		I don't know?	n't [2]	0	No
741	17417	Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?	not [13]	Do people post questions in Quora just so that they can skip searching in Google for a few minutes?		1	No
742	3564	What strikes first time visitors as special or unusual when they arrive in San Luis Potosi, S.L.P., Mexico?	unusual [8]	Why is Sai Baba worshipped on Thursdays in particular?		0	No
743	24079	What are the main reasons that humans were able to grow so much while no other species of animals did?	no [14]	What are other reasons we need to keep animal testing?		0	No
744	16041	Is there any solid evidence of a nuclear war in 2024 BC?		Is nuclear war unlikely?	unlikely [3]	0	No
745	22656	What kind of message are schools in the Washington DC area sending by not applying to perform at Trump's inaugural parade?	not [13]	If I good at Physics and Additional Mathematics, what courses is suitable for me when I proceed to higher education?		0	No
746	26973	What are some ways people make money without adding value?	without [7]	How can I make my money make money?		1	No
747	33110	Why does a feather and a weighted ball fall at the same rate when air is taken away?		Shouldn't a bowling ball fall faster than a feather without air resistance?	n't [1] | without [10]	1	No
748	39640	How much marks are needed in Neet 2017 to get a government medical college in Kolkata with domicility of West Bengal, under general category?		How 2 find my Aadhaar no? I had done al d formalties for getng an Adhar crd. I ws givn a recpt. Howevr I didnt get my Adhar crd n I lost recpt as wel	no [5] | nt [28]	0	No
749	22777	I have an unopened bottle of vodka in the freezer which lost volume. Did it leak or evaporate?	unopened [3]	Can an open bottle of vodka get spoiled? It is okay to save it for a few months?		0	No
750	3127	hi		What should I do to get my ex-girlfriend back if she does not even want to talk to me?	not [14]	0	No
751	32040	How can I fix ""No Command"" problem in Recovery mode of my Android?	No [7]	How do I fix this problem with my Android phone?		0	No
752	37113	In financial year 2015, I am not organised board meeting due to some unavoidable reason .so, now what should I do in annual filling?	not [7] | unavoidable [14]	I am in Relationship Management and selling Financial Product from last Six Years now i get an good opportunity in software sales...So what i should do?		0	No
753	21044	Why did black people call themselves nigga?		Why do uneducated black people tend to call each other ""nigga""?	uneducated [3]	1	No
754	12383	What is the easiest and painless way to commit suicide?	painless [5]	What's the absolute easiest way to commit suicide?		1	No
755	22625	What should I need to check before selecting a Distance Education university/college for a MBA?		If I'm not going to college, what books should I read for a self education?	not [3]	0	No
756	22282	Why is the NFL Scouting Combine always in Indianapolis? Has it ever been held somewhere else?		Why didn't government give money to oil companies when Trudeau gave money for infrastructure instead when oil was an issue when election time came?	n't [2]	0	No
757	15758	Do animals care for beauty? I mean are they in awe at the night sky? Do they prefer decorated food instead of just food thrown at them? Are they inclined towards order and beauty?		If human corpses contain nutrients, why don't we reprocess them and use them as food for animals instead of wastefully burning them off?	n't [8]	0	No
758	26503	What should I do if my dog has eaten chocolate?		Is it safe for dogs to eat chocolate? If not, what can you do if your dog accidentally eats some?	not [10]	1	No
759	32865	What is a good way to learn the concepts required for my finance class without reading the book?	without [14]	Are the constituencies number of each state is fixed?		0	No
760	23165	What can you take to lose weight fast?		How can I lose weight fast and never gain it again?	never [7]	1	Yes
761	1523	Do I go no contact with my ex covert narcissistic boyfriend if we are going to be in the exact same classes for the next semester?	no [3]	Are the videos shared by actor varun pruthi real? I mean he really helps those people?		0	No
762	18931	How can I prepare bank clerk exams without coaching?	without [7]	What is the best way to study for bank clerk exam?		0	No
763	14213	What are some amazing pictures?		What are some amazing pictures of things which cannot be seen by the naked eye?	not [9]	0	No
764	14077	How do I cope with not being proud of my academic achievement?	not [5]	Does yoga cure depression?		0	No
765	32345	Why don't railways waive off reservation charges?	n't [2]	I have seen ITIS Infraplanet as ""My Enrollments"" in TCS Campus Commune. Does it mean that I have been selected in ITIS?		0	No
766	31211	Since life is so sad, shouldn't we be happy for people who die early?		Some people know how to give less priority to the things which make them sad and they seem to be happy always. The other kind experience all emotions in life with equal priority and they aren't the happiest people on Earth. Which track of life should one pursue to have a meaningful happy life?	n't [37]	0	No
