index	dev_index	premise	cues	hypothesis	cues	judgment	is_important
473	2146	What year did the the Saints hit a 13-0 record?		Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers.	not [6]	entailment	No
474	2911	During which years was no census taken?	no [4]	It is recognised that an epidemiological account of the plague is as important as an identification of symptoms, but researchers are hampered by the lack of reliable statistics from this period.		not_entailment	No
475	3052	What is an apicoplast?		They were once thought to be related to the helicosproidia, but it is now known that the helicosproida are green algae rather than chromalveolates.	rather [22]	not_entailment	No
476	1459	What are the Siouan-speaking tribes?		It was not uncommon for small bands to participate on the "other side" of the conflict from formally negotiated agreements, as most tribes were decentralized and bands made their own decisions about warfare.	not [2] | uncommon [3]	not_entailment	No
477	2120	What is another function that primes have that the number 1 does not?	not [12]	Furthermore, the prime numbers have several properties that the number 1 lacks, such as the relationship of the number to its corresponding value of Euler's totient function or the sum of divisors function.		entailment	Yes
478	1680	What was Luther's marriage seen as by others?		He had long condemned vows of celibacy on Biblical grounds, but his decision to marry surprised many, not least Melanchthon, who called it reckless.	not [19] | reckless [26]	not_entailment	No
479	642	What is different about Paulinella chromatophora?		It is not clear whether that symbiont is closely related to the ancestral chloroplast of other eukaryotes.	not [2]	not_entailment	No
480	1910	What is  565 °C the creep limit of?		Without the pressure reaching supercritical levels for the working fluid, the temperature range the cycle can operate over is quite small; in steam turbines, turbine entry temperatures are typically 565 °C (the creep limit of stainless steel) and condenser temperatures are around 30 °C.	Without [0]	entailment	No
481	3439	How much resources were French placing in North America?		William Pitt came to power and significantly increased British military resources in the colonies at a time when France was unwilling to risk large convoys to aid the limited forces it had in New France.	unwilling [20]	entailment	No
482	3000	Who did Martin Luther say was the lone granter of forgiveness?		Christians, he said, must not slacken in following Christ on account of such false assurances.	not [6]	not_entailment	No
483	3532	What do a and b represent in a Gaussian integer expression?		Rational primes (i.e. prime elements in Z) of the form 4k + 3 are Gaussian primes, whereas rational primes of the form 4k + 1 are not.	not [29]	not_entailment	No
484	2980	How many horsepower did Tesla's bladeless turbine have?		During 1910–1911 at the Waterside Power Station in New York, several of his bladeless turbine engines were tested at 100–5,000 hp.	bladeless [14]	not_entailment	No
485	628	Cydippids combs are controlled by what?		Unlike cydippids, the movements of lobates' combs are coordinated by nerves rather than by water disturbances created by the cilia, yet combs on the same row beat in the same Mexican wave style as the mechanically coordinated comb rows of cydippids and beroids.	rather than [13, 14]	entailment	No
486	4879	How long has the Doctor Who Magazine been in circulation?		Numerous non-fiction books about the series, including guidebooks and critical studies, have also been published, and a dedicated Doctor Who Magazine with newsstand circulation has been published regularly since 1979.	non [1]	entailment	No
487	3102	When did the so called gentlemen's agreement between Sadat and the Islamists break down?		This "gentlemen's agreement" between Sadat and Islamists broke down in 1975 but not before Islamists came to completely dominate university student unions.	not [15]	entailment	No
488	1806	What does matter actually have that Newtonian mechanics doesn't address?	n't [9]	However, in real life, matter has extended structure and forces that act on one part of an object might affect other parts of an object.		entailment	No
489	3278	What does Warsaw's mixture of architectural styles reflect?		However, some of the buildings from the 19th century that had been preserved in reasonably reconstructible form were nonetheless eradicated in the 1950s and 1960s (e.g. Leopold Kronenberg Palace).	nonetheless [19]	not_entailment	No
490	1939	How long did Western Europe control Cyprus?		Although not part of a planned operation, the conquest had much more permanent results than initially expected.	not [1]	not_entailment	No
491	2757	A statement made by Chris Keates caused issues with whom?		Chris Keates, the general secretary of National Association of Schoolmasters Union of Women Teachers, said that teachers who have sex with pupils over the age of consent should not be placed on the sex offenders register and that prosecution for statutory rape "is a real anomaly in the law that we are concerned about.	not [30]	not_entailment	No
492	3431	What change in conditions may make the Amazon rainforest unsustainable?	unsustainable [9]	The result indicates that the rainforest could be threatened though the 21st century by climate change in addition to deforestation.		not_entailment	No
493	2672	What gave Priestley the claim to being the first discovered of oxygen?		Oxygen was discovered independently by Carl Wilhelm Scheele, in Uppsala, in 1773 or earlier, and Joseph Priestley in Wiltshire, in 1774, but Priestley is often given priority because his work was published first.	independently [3]	entailment	No
494	2807	Which descendant of Genghis Khan is remembered as having reunified China?		While Genghis Khan never conquered all of China, his grandson Kublai Khan completed that conquest and established the Yuan dynasty that is often credited with re-uniting China.	never [3]	entailment	No
495	3224	What is the process by which the adaptive immune system is evaded by the chainging of non-essential epitopes called?	non [16]	Masking antigens with host molecules is another common strategy for avoiding detection by the immune system.		not_entailment	No
496	2401	Who commissioned the Tapestry?		By far the most famous work of Norman art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery.	not [16]	not_entailment	No
497	419	What is Luther's thought about the extent of his church?		Luther's thought is revolutionary to the extent that it is a theology of the cross, the negation of every affirmation: as long as the cross is at the center, the system building tendency of reason is held in check, and system building does not degenerate into System.	not [48]	entailment	No
498	5392	What resource is the economy of southern California depedent on?		It is dominated and heavily dependent upon abundance of petroleum, as opposed to other regions where automobiles not nearly as dominant, the vast majority of transport runs on this fuel.	not [18]	entailment	No
499	2902	Why was there a depreciation of the industrialized nations dollars?		Anticipating that currency values would fluctuate unpredictably for a time, the industrialized nations increased their reserves (by expanding their money supplies) in amounts far greater than before.	unpredictably [6]	entailment	No
500	4820	Who did Tesla refuse to see following the accident?		Tesla's back was severely wrenched and three of his ribs were broken in the accident (the full extent of his injuries will never be known; Tesla refused to consult a doctor—an almost lifelong custom).	never [24]	entailment	No
501	5098	Where did HT fail to pull off a bloodless coup in 1974?	bloodless [8]	It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries.		entailment	No
502	1029	Some non-British works in the British galleries were imported from which continent?	non [1]	Patrons who have influenced taste are also represented by works of art from their collections, these include: Horace Walpole (a major influence on the Gothic Revival), William Thomas Beckford and Thomas Hope.		not_entailment	No
503	4224	How many scalar equations were formed into a set by James Maxwell?		The origin of electric and magnetic fields would not be fully explained until 1864 when James Clerk Maxwell unified a number of earlier theories into a set of 20 scalar equations, which were later reformulated into 4 vector equations by Oliver Heaviside and Josiah Willard Gibbs.	not [8]	entailment	No
504	420	What is the name of the book written by Archeologist Betty Meggers?		For a long time, it was thought that the Amazon rainforest was only ever sparsely populated, as it was impossible to sustain a large population through agriculture given the poor soil.	impossible [21]	not_entailment	No
505	4322	How many miners died in the typhoid outbreak of 1854?		Conditions on the gold fields were cramped and unsanitary; an outbreak of typhoid at Buckland Valley in 1854 killed over 1,000 miners.	unsanitary [8]	entailment	No
506	98	Why was NBC unable to broadcast the coronation of Queen Elizabeth II?	unable [3]	The first attempts to internationalize the ABC television network date back to the 1950s, after Leonard Goldenson, following the United Paramount Theatres model, tried to use on ABC the same strategies he had made in expanding UPT's theater operation to the international market.		not_entailment	No
507	678	What do scholars agree on about the posting on the door story?		The story is based on comments made by Philipp Melanchthon, though it is thought that he was not in Wittenberg at the time.	not [18]	not_entailment	No
508	4834	What is the most important problem in the United States and elsewhere?		Unemployment can harm growth not only because it is a waste of resources, but also because it generates redistributive pressures and subsequent distortions, drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict.	unrest [45]	not_entailment	No
509	5095	What was the corporate entity American Broadcasting-Paramount Theatres renamed in 1965?		In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions.	unseen [41]	not_entailment	No
510	2525	What are cilia used for?		Ranging from about 1 millimeter (0.039 in) to 1.5 meters (4.9 ft) in size, ctenophores are the largest non-colonial animals that use cilia ("hairs") as their main method of locomotion.	non [23]	entailment	No
511	2734	Which Pope sought to undermine Luther's theories?		There, in October 1518, under questioning by papal legate Cardinal Cajetan Luther stated that he did not consider the papacy part of the biblical Church because historistical interpretation of Bible prophecy concluded that the papacy was the Antichrist.	not [18]	not_entailment	No
512	3636	Revolutionary civil disobedience towards culture is highlighted by example of who?		Revolutionary civil disobedience is more of an active attempt to overthrow a government (or to change cultural traditions, social customs, religious beliefs, etc...revolution doesn't have to be political, i.e. "cultural revolution", it simply implies sweeping and widespread change to a section of the social fabric).	n't [30]	not_entailment	No
513	2860	What service did ABC launch in May 2013?		New York City O&O WABC-TV and Philadelphia O&O WPVI-TV were the first stations to offer streams of their programming on the service (with a free preview for non-subscribers through June 2013), with the six remaining ABC O&Os offering streams by the start of the 2013–14 season.	non [32]	not_entailment	No
514	3389	When was Phags-pa script invented?		Most of the Emperors could not master written Chinese, but they could generally converse well in the language.	not [5]	not_entailment	No
515	3669	What did he believe the ether did?		Tesla exhibited a pre-atomic understanding of physics in his writings; he disagreed with the theory of atoms being composed of smaller subatomic particles, stating there was no such thing as an electron creating an electric charge (he believed that if electrons existed at all, they were some fourth state of matter or "sub-atom" that could only exist in an experimental vacuum and that they had nothing to do with electricity).:249 Tesla believed that atoms are immutable—they could not change state or be split in any way.	no [30] | nothing [75] | immutable [85] | not [89]	not_entailment	No
516	5097	What did Luther's opponents think that it meant about God's presence?		Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature.	omnipresence [23]	not_entailment	No
517	4628	What is an example of a mechanical barrier on leaves?		However, as organisms cannot be completely sealed from their environments, other systems act to protect body openings such as the lungs, intestines, and the genitourinary tract.	not [5]	not_entailment	No
518	203	When did Tamara marry a lawyer?		No one will ever see the Warsaw I knew.	No [0]	not_entailment	No
519	1144	What additional srevice did BSkyB offer besides HD channels that they claimed offered "substantially more value"?		Virgin Media claimed that BSkyB had substantially increased the asking price for the channels, a claim which BSkyB denied, on the basis that their new deal offered "substantially more value" by including HD channels and Video On Demand content which was not previously carried by cable.	not [45]	entailment	No
520	3524	The rocks at the Grand Canyon have been in place since when?		Even older rocks, such as the Acasta gneiss of the Slave craton in northwestern Canada, the oldest known rock in the world have been metamorphosed to the point where their origin is undiscernable without laboratory analysis.	undiscernable [34] | without [35]	not_entailment	No
521	1682	What actor played the Valeyard?		Notably, in 2013, John Hurt guest-starred as a hitherto unknown incarnation of the Doctor known as the War Doctor in the run-up to the show's 50th anniversary special "The Day of the Doctor".	unknown [13]	not_entailment	No
522	844	In which year did a toxic waste spill from a European ship prompt the Commission to look into legislation against waste?		However, in October 2007, the Court of Justice ruled that the Commission could not propose what the criminal sanctions could be, only that there must be some.	not [15]	not_entailment	No
523	5030	Finding what helps to determine if a fault is a normal fault or a thrust fault?		Faults are younger than the rocks they cut; accordingly, if a fault is found that penetrates some formations but not those on top of it, then the formations that were cut are older than the fault, and the ones that are not cut must be younger than the fault.	not [21] | not [45]	not_entailment	No
524	2170	The UK and France had non interruptions in their oil supply as they did not allow which country to use their airfield?	non [5] | not [14]	The UK had traditionally been an ally of Israel, and Harold Wilson's government supported the Israelis during the Six-Day War.		not_entailment	No
525	2323	What three things are needed for construction to take place?		Construction differs from manufacturing in that manufacturing typically involves mass production of similar items without a designated purchaser, while construction typically takes place on location for a known client.	without [14]	not_entailment	No
526	2154	When did Tesla go to Prague?		Unfortunately, he arrived too late to enroll at Charles-Ferdinand University; he never studied Greek, a required subject; and he was illiterate in Czech, another required subject.	never [15]	not_entailment	No
527	5012	What is the term for a meeting of Mongol chiefs?		The title Khagan was not conferred on Genghis until after his death, when his son and successor, Ögedei, took the title for himself and extended it posthumously to his father (as he was also to be posthumously declared the founder of the Yuan dynasty).	not [4]	not_entailment	No
528	4241	How did Tesla attend the university?		Tesla did, however, attend lectures at the university, although, as an auditor, he did not receive grades for the courses.	not [19]	entailment	No
529	3462	Pattern recognition receptors recognize components present in broad groups of what?		The innate response is usually triggered when microbes are identified by pattern recognition receptors, which recognize components that are conserved among broad groups of microorganisms, or when damaged, injured or stressed cells send out alarm signals, many of which (but not all) are recognized by the same receptors as those that recognize pathogens.	not [45]	entailment	No
530	4118	What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?		However, attempting to reconcile electromagnetic theory with two observations, the photoelectric effect, and the nonexistence of the ultraviolet catastrophe, proved troublesome.	nonexistence [17]	not_entailment	No
531	5032	What was Tesla afraid someone was trying to do with his invention?		He said that there was no danger that his invention could be stolen, for he had at no time committed any part of it to paper; the blueprint for the teleforce weapon was all in his mind.	no [5] | no [18]	not_entailment	No
532	5041	What was Frensh military presence at start of war?		Most British colonies mustered local militia companies, generally ill trained and available only for short periods, to deal with native threats, but did not have any standing forces.	not [26]	not_entailment	No
533	79	What was given as the cause of death?		His body was later found by maid Alice Monaghan after she had entered Tesla's room, ignoring the "do not disturb" sign that Tesla had placed on his door two days earlier.	not [21]	not_entailment	No
534	1256	How many times did the Denver defense force Newton into turnovers?		The Broncos took an early lead in Super Bowl 50 and never trailed.	never [11]	not_entailment	No
535	3269	How did Genghis Khan describe himself to the people of Bukhara?		Survivors from the citadel were executed, artisans and craftsmen were sent back to Mongolia, young men who had not fought were drafted into the Mongolian army and the rest of the population was sent into slavery.	not [20]	not_entailment	No
536	4485	Haeckelia prey mostly on what animal?		Ctenophores have been compared to spiders in their wide range of techniques from capturing prey – some hang motionless in the water using their tentacles as "webs", some are ambush predators like Salticid jumping spiders, and some dangle a sticky droplet at the end of a fine thread, as bolas spiders do.	motionless [18]	not_entailment	No
537	3503	When was ctenophore mnemiopsis leidyi introduced into The Black Sea and the Sea of Azov?		Mnemiopsis is well equipped to invade new territories (although this was not predicted until after it so successfully colonized the Black Sea), as it can breed very rapidly and tolerate a wide range of water temperatures and salinities.	not [12]	not_entailment	No
538	1073	What kind of market is Kenya considered?		Kenya is usually classified as a frontier market or occasionally an emerging market, but it is not one of the least developed countries.	not [17]	entailment	No
539	3458	Breaking down barriers to trade and enhancing the free movement of goods is meant to reduce what?		The tension in the law is that the free movement and trade is not supposed to spill over into a licence for unrestricted commercial profit.	not [13] | unrestricted [22]	not_entailment	No
540	4261	Since students do not pay tuition, what do they have to pay for schooling in Victoria?	not [3]	Public schools, also known as state or government schools, are funded and run directly by the Victoria Department of Education .		not_entailment	No
541	843	What did Agricola apparently believe about who should be in control  law?		Early in 1537, Johannes Agricola (1494–1566) – serving at the time as pastor in Luther's birthplace, Eisleben – preached a sermon in which he claimed that God's gospel, not God's moral law (the Ten Commandments), revealed God's wrath to Christians.	not [35]	not_entailment	No
542	4052	How much did Westinghouse pay for Tesla's patents in order to escape its financial problems?		In 1897, Westinghouse explained his financial difficulties to Tesla in stark terms, saying that if things continue the way they were he would no longer be in control of Westinghouse Electric and Tesla would have to "deal with the bankers" to try to collect future royalties.	no [25]	not_entailment	No
543	659	When was the Skylab launched?		Dubbed Skylab, it was constructed complete on the ground rather than in space, and launched in 1973 using the two lower stages of a Saturn V.	rather than [10, 11]	entailment	No
544	4148	Where was Genghis Khan buried?		He was buried in an unmarked grave somewhere in Mongolia at an unknown location.	unmarked [5] | unknown [12]	entailment	No
545	842	How many touchdowns did Manning have at the end of the game?		Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns.	zero [14]	entailment	Yes
546	4592	What kind of weapons did Tesla's treatise concern?		During the same year, Tesla wrote a treatise, The Art of Projecting Concentrated Non-dispersive Energy through the Natural Media, concerning charged particle beam weapons.	Non [15] | - [16] | dispersive [17]	entailment	No
547	1673	What did Luther say the common people knew nothing about?	nothing [8]	Merciful God, what misery I have seen," Luther wrote, "the common people knowing nothing at all of Christian doctrine ... and unfortunately many pastors are well-nigh unskilled and incapable of teaching.	nothing [18] | unfortunately [26] | unskilled [33] | incapable [35]	entailment	No
548	1464	Generally speaking, what size are the earthquakes that hit southern California?		Nearly all of them are so small that they are not felt.	not [10]	entailment	No
549	5316	What US war has a large amount of Civil Disobedients?		Steven Barkan writes that if defendants plead not guilty, "they must decide whether their primary goal will be to win an acquittal and avoid imprisonment or a fine, or to use the proceedings as a forum to inform the jury and the public of the political circumstances surrounding the case and their reasons for breaking the law via civil disobedience.	not [7]	not_entailment	No
550	5053	What is the name of the region that is not defined by the eight or 10 county definitions?	not [9]	The megaregion's area is more expansive, extending east into Las Vegas, Nevada, and south across the Mexican border into Tijuana.		not_entailment	No
551	3764	When did Dyrrachium  fall to the Normans?		The Albanian forces could not take part in the ensuing battle because it had started before their arrival.	not [4]	not_entailment	No
552	4674	What did the meeting often become in argument?		Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature.	omnipresence [23]	not_entailment	No
553	912	What did Lempicka represent better than anyone else?		No one will ever see the Warsaw I knew.	No [0]	not_entailment	No
554	1368	What is retrograde signaling?		As cellular signals, reactive oxygen species are unstable molecules, so they probably don't leave the chloroplast, but instead pass on their signal to an unknown second messenger molecule.	unstable [8] | n't [15] | unknown [28]	not_entailment	No
555	598	After Apollo missions 18 and 19 were cancelled, what happened to the Saturn Vs that were never used?	never [17]	By 1971, the decision was made to also cancel missions 18 and 19.		not_entailment	No
556	1252	Where were populations centered in colonies?		Many of the older colonies had land claims that extended arbitrarily far to the west, as the extent of the continent was unknown at the time their provincial charters were granted.	unknown [23]	not_entailment	No
557	4029	How did Luther say that reason contributes to faith?		and "[That] Reason in no way contributes to faith.	no [7]	entailment	No
558	5225	What is the time period of this statistic?		A study by the American Association of University Women reported that 9.6% of students in the United States claim to have received unwanted sexual attention from an adult associated with education; be they a volunteer, bus driver, teacher, administrator or other adult; sometime during their educational career.	unwanted [23]	entailment	No
559	4442	What was a non-religious reason for the massacre?	non [3] | - [4]	The Catholic Church in France and many of its members opposed the Huguenots.		not_entailment	No
560	2595	What was used to sod the Levi's Stadium for Super Bowl 50?		Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issues, and during a week 6 game earlier in the 2015 season, a portion of the turf collapsed under Baltimore Ravens kicker Justin Tucker, causing him to slip and miss a field goal, although the field has not had any major issues since.	not [81]	not_entailment	No
561	3272	What si the comparison to sea level with the oxygen level in space suits?		Breathing pure O_2 in space applications, such as in some modern space suits, or in early spacecraft such as Apollo, causes no damage due to the low total pressures used.	no [24]	not_entailment	No
562	2104	What is the group called that does not agree with government at all?	not [7]	And still other civil disobedients, being anarchists, don't believe in the legitimacy of any government, and therefore see no need to accept punishment for a violation of criminal law that does not infringe the rights of others.	n't [10] | no [22] | not [35]	entailment	No
563	2549	What did the SNP publicly opine about the oil revenues?		The party argued that the revenues from the oil were not benefitting Scotland as much as they should.	not [10]	entailment	No
564	3306	Why are coastal species tough?		In addition oceanic species do not preserve well, and are known mainly from photographs and from observers' notes.	not [5]	not_entailment	No
565	5083	What time framd does the Seven Years War cover?		In Europe, the North American theater of the Seven Years' War usually is not given a separate name.	not [15]	not_entailment	No
566	4507	Who was the Associate Administrator that Houbolt spoke with?		Many engineers feared that a rendezvous —let alone a docking— neither of which had been attempted even in Earth orbit, would be extremely difficult in lunar orbit.	neither [12]	not_entailment	No
567	3027	What did these Lutheran clerics use as fuel to bolster the Policies of the Nazis?		Other scholars argue that, even if his views were merely anti-Judaic—that is, opposed to Judaism and its adherence rather than the Jews as an ethnic group—their violence lent a new element to the standard Christian suspicion of Judaism.	rather [24]	not_entailment	No
568	4587	How many awards has Doctor Who been nominated for, over the years?		It has won the Short Form of the Hugo Award for Best Dramatic Presentation, the oldest science fiction/fantasy award for films and series, six times (every year since 2006, except for 2009, 2013 and 2014).	except [35]	not_entailment	No
569	4483	What city north of New York was settled by Huguenots?		Huguenot immigrants did not disperse or settle in different parts of the country, but rather, formed three societies or congregations; one in the city of New York, another 21 miles north of New York in a town which they named New Rochelle, and a third further upstate in New Paltz.	not [3]	entailment	No
570	3474	Who was the first American to win the Nobel Memorial Prize in Economic Sciences?		In economics, notable Nobel Memorial Prize in Economic Sciences winners Milton Friedman, a major advisor to Republican U.S. President Ronald Reagan and Conservative British Prime Minister Margaret Thatcher, George Stigler, Nobel laureate and proponent of regulatory capture theory, Gary Becker, an important contributor to the family economics branch of economics, Herbert A. Simon, responsible for the modern interpretation of the concept of organizational decision-making, Paul Samuelson, the first American to win the Nobel Memorial Prize in Economic Sciences, and Eugene Fama, known for his work on portfolio theory, asset pricing and stock market behaviour, are all graduates.	notable [3]	entailment	No
571	4094	What is the name of the scheme that provides tuition and fee assistance to students due to excess enrollment?		The Tuition Fee Supplement is geared to students enrolled in priority courses in post-secondary and non-degree programmes, including vocational and technical courses.	non [17]	not_entailment	No
572	2205	What did mlolongo system lead to?		This was seen as the climax of a very undemocratic regime and it led to widespread agitation for constitutional reform.	undemocratic [9]	entailment	No
573	2472	What is the definition of agency as it relates to capabilities?		Unlike neoliberalism, which “defines well-being as utility maximization”, economic growth and income are considered a means to an end rather than the end itself.	rather than [25, 26]	not_entailment	No
574	1055	Rocks on top of a fault that are cut are always older or younger than the fault itself?		Faults are younger than the rocks they cut; accordingly, if a fault is found that penetrates some formations but not those on top of it, then the formations that were cut are older than the fault, and the ones that are not cut must be younger than the fault.	not [21] | not [45]	entailment	No
575	488	Where did Tesla teach in Gospic?		On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (although some sources say that he died of a stroke).	unspecified [16]	not_entailment	No
576	950	The presence or absence of what can be used to determine the relative age of the formations in which they are found?	absence [3]	As organisms exist at the same time period throughout the world, their presence or (sometimes) absence may be used to provide a relative age of the formations in which they are found.		entailment	No
577	3883	What troops attacked Fort William Henry in early 1757?		French irregular forces (Canadian scouts and Indians) harassed Fort William Henry throughout the first half of 1757.	irregular [1]	entailment	No
578	4067	What is another country that permits physicians to give out drugs from within their practice?		This law also exists in Austria for general physicians if the nearest pharmacy is more than 4 kilometers away, or where none is registered in the city.	none [22]	entailment	No
579	2144	When do the stated Treaties apply?		The Court of Justice of the European Union can interpret the Treaties, but it cannot rule on their validity, which is subject to international law.	not [16]	not_entailment	No
580	4524	What did the Shah do when faced with defeat by Genghis Khan's forces?		Near the end of the battle the Shah fled rather than surrender.	rather [9]	entailment	No
581	1010	What is an object's mass proportional to at the surface of the Earth?		Galileo was instrumental in describing the characteristics of falling objects by determining that the acceleration of every object in free-fall was constant and independent of the mass of the object.	independent [25]	not_entailment	No
582	4840	What scripture did Luther use to back up his opinion that churchmen were not infallible?	not [13] | infallible [14]	Luther made certain concessions to the Saxon, who was a relative of the Elector, and promised to remain silent if his opponents did.		not_entailment	No
583	2698	What parts of a conventional reciprocating steam engine could be replaced by a pistonless rotary engine?		The major problem is the difficulty of sealing the rotors to make them steam-tight in the face of wear and thermal expansion; the resulting leakage made them very inefficient.	inefficient [31]	not_entailment	No
584	2565	Does BSkyB carry any control over a channels content?		However, even in this case, BSkyB does not carry any control over the channel's content or carriage issues such as picture quality.	not [9]	entailment	No
585	1343	Gamma delta T cells share the characteristics of what other types of T cells?		Like other 'unconventional' T cell subsets bearing invariant TCRs, such as CD1d-restricted Natural Killer T cells, γδ T cells straddle the border between innate and adaptive immunity.	unconventional [3]	not_entailment	No
586	2559	What was Luther's Disputation of Martin Luther on the Power and Efficacy of Indulgences later called?		Hans Hillerbrand writes that Luther had no intention of confronting the church, but saw his disputation as a scholarly objection to church practices, and the tone of the writing is accordingly "searching, rather than doctrinaire.	no [6] | rather [36]	not_entailment	No
587	3074	The frequent availability of what substance allowed land-based steam engines to exhaust a great deal of steam?		Prior to and during World War I, the expansion engine dominated marine applications where high vessel speed was not essential.	not [19]	not_entailment	No
588	1242	What did the Soviets intend to use in spacecraft after the success of Zond 5?		In the summer it had become clear that the LM would not be ready in time.	not [11]	not_entailment	No
589	1046	What are the main threats facing the Amazon rainforest in the current century?		One computer model of future climate change caused by greenhouse gas emissions shows that the Amazon rainforest could become unsustainable under conditions of severely reduced rainfall and increased temperatures, leading to an almost complete loss of rainforest cover in the basin by 2100.	unsustainable [19]	not_entailment	No
590	283	What is Victoria's largest non-Christian religion?	non [5]	Victoria is also home of 152,775 Muslims and 45,150 Jews.		not_entailment	No
591	2846	What does a receiver have to be equipped with to view encrypted content?		Unofficial CAMs are now available to view the service, although use of them breaks the user's contract with Sky and invalidates the user's rights to use the card.	Unofficial [0]	not_entailment	No
592	3061	Who was the ruling class ahead of the Normans?		The nobility of England were part of a single Normans culture and many had lands on both sides of the channel.	nobility [1]	not_entailment	No
593	35	What did Carolina face in the opening drive that they had not faced the entire postseason?	not [11]	A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays.		not_entailment	No
594	4582	What register did Chris Keates think that some teachers should not be placed on?	not [10]	Fears of being labelled a pedophile or hebephile has led to several men who enjoy teaching avoiding the profession.		not_entailment	No
595	4451	When was Geegen the emperor?		They placed Yesün Temür (or Taidingdi) on the throne, and, after an unsuccessful attempt to calm the princes, he also succumbed to regicide.	unsuccessful [16]	not_entailment	No
596	1438	Name a luxury division of Toyota.		Some buyers lamented the small size of the first Japanese compacts, and both Toyota and Nissan (then known as Datsun) introduced larger cars such as the Toyota Corona Mark II, the Toyota Cressida, the Mazda 616 and Datsun 810, which added passenger space and amenities such as air conditioning, power steering, AM-FM radios, and even power windows and central locking without increasing the price of the vehicle.	without [71]	not_entailment	No
597	4175	What did Aristotle refer to forced motion as?		Aristotle believed that motionless objects on Earth, those composed mostly of the elements earth and water, to be in their natural place on the ground and that they will stay that way if left alone.	motionless [3]	not_entailment	No
598	148	Of what form do Fermat numbers take?		However, the very next Fermat number 232 + 1 is composite (one of its prime factors is 641), as Euler discovered later, and in fact no further Fermat numbers are known to be prime.	no [30]	not_entailment	No
599	1578	At what time did Martin Luther die?		A year later, troops of Luther's adversary Charles V, Holy Roman Emperor entered the town, but were ordered by Charles not to disturb the grave.	not [24]	not_entailment	No
600	806	Why has the corruption not be in the public view?	not [4]	Kenya’s armed forces, like many government institutions in the country, have been tainted by corruption allegations.		not_entailment	No
601	4128	What percent of untreated victims of the plague die within 8 days?	untreated [3]	Septicemic plague is the least common of the three forms, with a mortality rate near 100%.		not_entailment	No
602	2947	When a commission reached no decision, what happened?	no [4]	Frontiers from between Nova Scotia and Acadia in the north, to the Ohio Country in the south, were claimed by both sides.		entailment	No
603	3549	When did Kenya reach the semi-finals?		The women's team has competed at the Olympics and World Championships but without any notable success.	without [13]	not_entailment	No
604	5218	What is an example of a controlled substance?		Of particular concern with Internet pharmacies is the ease with which people, youth in particular, can obtain controlled substances (e.g., Vicodin, generically known as hydrocodone) via the Internet without a prescription issued by a doctor/practitioner who has an established doctor-patient relationship.	without [34]	entailment	No
605	144	What are malum prohibitum considerations?		Some legal requirements come from malum in se considerations, or the desire to prevent things that are indisputably bad – bridge collapses or explosions.	indisputably [18]	not_entailment	No
606	193	What disagreement did Montcalm and Indians have?		The Europeans did not consider them prizes and prevented the Indians from stripping the prisoners of their valuables, which angered the Indians.	not [3]	not_entailment	No
607	664	How many cylinders does the Energiprojekt AB engine have?		It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx.	no [10]	entailment	No
608	3682	What does the euplokamis use the three types of movement for?		The tentilla of Euplokamis differ significantly from those of other cydippids: they contain striated muscle, a cell type otherwise unknown in the phylum Ctenophora; and they are coiled when relaxed, while the tentilla of all other known ctenophores elongate when relaxed.	unknown [21]	not_entailment	No
609	4784	How many biomolecules contain no oxygen?	no [4]	Of the organic compounds with biological relevance, carbohydrates contain the largest proportion by mass of oxygen.		not_entailment	No
610	4932	Along with mills and mines, in what industrial locations did steam drive machines?		There have at one time or another been steam-powered farm tractors, motorcycles (without much success) and even automobiles as the Stanley Steamer.	without [16]	not_entailment	No
611	2261	People behaving with civil disobedience that is not-violent is said to make society have more of what?	not [7]	Christian Bay's encyclopedia article states that civil disobedience requires "carefully chosen and legitimate means," but holds that they do not have to be non-violent.	not [23] | non [27]	not_entailment	No
612	3734	WHat were features of Apple Talk		AppleTalk included features that allowed local area networks to be established ad hoc without the requirement for a centralized router or server.	without [13]	entailment	No
